Income,Age,Dependents,City_Tier,Housing,Healthcare & Insurance,Food,Travel,Lifestyle,Utilities & Bills,Healthcare & Insurance.1,Education,Savings & Investments,Education_Spending_Flag
167962.93795772933,23,0,2,33592.58759154587,5649.474101467725,18205.6419232092,9510.34741586438,9199.785331724615,12043.137493254168,7179.359462914844,0,21774.781391324563,0
134576.6672045363,22,4,2,26915.33344090726,3072.7810150704045,17108.897649832143,8445.743822805825,10416.148057471168,11722.970761910805,6097.654211026856,8201.145503113174,12778.7978227196,1
64170.04109759799,25,2,2,12834.0082195196,3071.40502543077,8465.614386409525,3717.842224292367,2891.9526913307045,6453.088015575695,2339.2809657286257,4325.657087317381,6021.357744597995,1
44466.3498007278,41,4,3,6669.95247010917,1137.1203757473445,4926.315448844915,2531.773561691616,3030.3078215342275,2506.292403278648,2216.657374969545,3180.924349122773,5480.101798628868,1
88614.48049496721,46,1,2,17722.896098993442,3939.763895284651,12465.186321038223,5026.213744790542,5816.675971248387,7078.648156241986,3740.781924403379,7324.188537684182,7650.037753584726,1
49376.63455279934,56,0,2,9875.326910559868,2282.2178179568486,5973.89155485594,3478.7979477564136,3305.552823313524,2890.5910218614727,1571.4114672606163,0,5999.653502770395,0
45274.70322967152,21,3,3,6791.205484450727,1940.95321857722,5524.532039573007,3519.120977597844,2899.368363690084,2978.0234889826856,2257.7670535453067,4261.826825720887,4530.571733260126,1
83374.1941799482,50,0,3,12506.12912699223,3286.368796524612,9020.145617413926,4581.792169995518,6478.646827509883,6860.07736818689,2924.3339179853656,0,11315.010106601934,0
122176.9074672518,46,3,2,24435.38149345036,4256.064957073934,12441.857055510738,9646.849359286498,8222.659939277057,8412.519363807849,6086.852161929719,10645.059290818208,11408.899153829232,1
65264.88497607896,51,3,3,9789.732746411844,2405.022876568192,9334.446669974644,4335.824205629097,3334.1848648910127,5119.282075764664,2109.6354379563345,4072.2592416517887,7429.349057169414,1
50274.50759254897,24,2,2,10054.901518509796,2002.9707315296444,6378.239551364873,3761.702686239675,3025.353768598248,5079.422255538915,2196.388719029213,4670.37126678584,3931.5471284858304,1
69960.93194276723,39,0,3,10494.139791415084,1698.492634787576,8865.324020300402,4308.627079358058,5365.389850398416,7481.812042815485,2517.4145548688603,0,8768.919590647003,0
40790.521604812864,33,4,2,8158.104320962573,1298.708994290953,5196.908070958287,2795.6001817699694,2383.6712292880543,3828.209404073891,1464.1943829044333,3712.749820903849,3585.7125598982566,1
64412.72701638214,49,2,2,12882.545403276428,1591.0528179901255,6659.584860557007,4088.1347971200175,4243.127581685402,5250.386318006952,2489.3325352182947,4575.060728188081,6790.050592301949,1
54992.87050784181,23,2,2,10998.574101568363,1166.1205113607357,7952.857697486538,3760.104263050936,4223.841605303138,3265.2029427916027,2010.1874419392063,4317.153561542959,5189.6485148395,1
89541.01564051583,20,3,2,17908.203128103167,2243.0823102437184,9811.316551558031,6380.447733864876,5062.877180339021,7267.953456185846,4379.34080366216,7357.692204251736,8739.030681692184,1
352236.2194209178,28,1,2,70447.24388418357,11266.458084874705,36187.25440803666,25204.558551982605,23297.444966161394,29752.74826137936,15324.50691643019,31705.968849101355,32715.010649630385,1
73468.54172149321,62,0,2,14693.708344298642,1765.1034779508034,10375.938275114711,5831.182586340322,4515.97049415232,5885.947089777538,2742.4325632724067,0,8297.477667175941,0
101463.2479224741,20,1,2,20292.649584494822,2228.2804569356194,11621.701127214645,5735.878300537343,5158.475941006167,10177.129553971085,4320.894703439605,7073.73317563504,10456.35152377193,1
46169.77746533711,30,3,2,9233.955493067422,1475.650432002739,5788.17462280156,3329.065168933327,3003.855831114861,4417.535335204548,1565.8771502174443,2664.332588412799,4407.399253074724,1
47067.03071102441,61,0,2,18552.836924329167,1338.345688334373,6739.645440823399,3095.0830524531825,2166.054130639691,4714.563520515202,1453.2167509114463,0,2702.1855609053846,0
44787.59177553026,54,2,3,6718.138766329538,1822.6266030538288,6145.271977037615,2282.335621276024,3525.1588432383924,3831.62767724324,2163.548038633281,3479.3151461425355,4445.87073077274,1
54724.25776715839,59,2,2,10944.851553431678,1186.194495468508,5608.267726086729,4348.033313883663,3651.25741872029,5098.381703509483,1666.2663874531022,2886.799816107432,5800.261605749247,1
47355.18496229607,50,3,3,7103.277744344409,2337.473217170207,6108.791124449343,2653.6758025655818,2890.235386089438,3751.2156987725575,2293.7430115012926,2516.1107722004467,5310.198661560836,1
95054.67745468236,45,1,2,24816.95271529285,3914.276708475082,12689.182672186163,5762.505907541139,5679.613699318345,5272.267078670044,4227.549104780785,7086.950535784607,7681.613709790006,1
76357.25354302666,31,3,2,15271.450708605333,1644.9352075676854,11172.404696517196,4900.780966357882,4541.30265248909,5502.314818375128,2553.9648589773265,5280.803930480514,7646.78871109695,1
60225.57791624622,58,4,2,12045.115583249244,2970.0688879862428,7432.428700081778,4550.543933892658,4261.203768159523,5075.429875209101,2384.9498920610754,3747.23210353246,5327.581551622244,1
58248.70419441592,41,0,3,13105.43104930962,2111.2619688546947,7822.652452118075,3709.490744970836,4858.592671420855,4315.074182689924,2672.7708080498696,0,5896.029095100612,0
74903.49983703443,33,2,3,11235.524975555163,2188.5439925901483,8243.492307380484,4960.884975887556,4144.577117226196,6016.974278468619,2952.145429962565,4758.168862493464,9120.956369241072,1
58292.06833144397,42,0,2,11658.413666288796,2704.639942786945,5892.6572082022885,4506.813530416161,4804.032928057595,3761.96788512834,2786.536733346003,0,6653.1019311653545,0
68801.7607610181,47,4,2,18519.739136838634,3412.903737381259,8043.787164236501,4113.990073883004,3329.527097293304,6020.522999474444,2610.492863508387,6877.142165677124,4762.0966568176345,1
60152.44667061789,59,3,3,9022.867000592683,1340.1038794755552,8104.264675483909,4757.273970571493,4243.361252646635,5229.317787692115,2241.720258510446,4991.437947782977,6066.629969358624,1
99288.80552942104,44,3,1,29786.64165882631,2730.9058024437345,11266.146724897142,7173.960960892127,5598.4445239818615,7577.032754485396,3966.225708176708,6929.329471975561,7278.035377122661,1
212257.2463735384,41,3,2,42451.44927470768,10154.523587707048,24154.920548043872,15121.452933564557,16252.756461512754,12845.3144079999,8730.316164721882,14917.352211533078,20288.748235124283,1
135208.35767785803,47,0,2,27041.671535571608,3268.126086913629,13882.243249862511,7445.896477661641,10106.687921169956,11660.337897141571,4665.286523314365,0,17141.432395866825,0
88017.30286234908,37,1,3,13202.595429352365,2921.1440820056864,12443.144628278242,6379.439519915072,6438.023789934283,8272.139528182486,2873.805853678343,6262.84444333282,8767.249676300933,1
57958.88320149836,21,1,2,11591.776640299671,2714.917308518557,6600.339663776136,4170.392,2771.3211927896627,4326.573341457918,2121.358142741151,3840.84429869393,5946.408184,1
52361.02273017978,62,1,2,10472.204546035957,1467.0529414925495,5540.103522219724,2691.130132154989,2951.1869865344365,4005.210340862517,2070.9401182571,3592.3638166935552,5871.249097778683,1
73880.53562967516,47,2,2,14776.107125935032,3324.109637827873,9496.114846988696,4936.770425704522,4146.103905294976,5147.246950072529,3613.145095427305,5464.115727066288,6893.046574607382,1
235070.44243333093,52,3,3,35260.566364999635,11716.267095125251,33165.8505158424,12105.526168397004,16076.13406946658,17584.945303076212,10414.366497659985,16340.7970837523,24721.796800503464,1
99922.18894253764,36,4,2,19984.43778850753,3488.0901012642908,10823.319164658504,6339.971113881158,7910.324882729561,7297.083897703786,3788.4970091894297,5965.841174456472,10297.387143044072,1
81293.45716664796,53,2,2,16258.691433329594,2018.573621563448,12179.675117388346,4973.323693721583,5278.596701131092,7490.556178567928,3960.474920166637,5348.535327955606,7135.509051847117,1
53438.69093207055,43,0,1,16031.607279621165,2395.636554107004,6134.394582325643,4177.822754318097,2717.773794314825,4499.595703751249,2661.5971923135,0,4446.078921395722,0
53069.16834443765,38,4,3,7960.375251665647,2339.560138197154,6581.2413795420425,3154.934051154219,3828.810002285458,4788.569472804407,2312.052790158616,4005.552075394516,5429.421954970677,1
49104.26365678837,35,3,3,7365.639548518255,1410.443110605263,5583.495551009856,3153.195147387885,3206.576359273732,3976.941625453469,1780.8656402444813,3724.524671465976,5670.774600848834,1
48715.89401912968,27,0,2,9743.178803825936,2355.68627730784,6680.068528114843,3186.3338999193256,3717.823896352591,3553.18017296546,1995.446280588647,0,5245.25284801651,0
122123.4877216517,58,1,3,18318.52315824776,2975.0374092086754,15265.431209371143,6540.179033180881,8482.29880332608,10650.992149574176,4087.213468494537,9227.02878000998,13973.035113071544,1
41285.29045232613,61,2,1,12385.587135697837,1498.558924317722,4250.071047826825,2544.084135398273,2230.0189147155866,2777.25440426993,1377.198706035555,3221.9337994431603,3300.17501538637,1
72518.29590073218,46,2,2,14503.659180146436,2241.105041138282,8585.447201469484,4670.073589824319,3815.772578600679,7231.560882147797,2519.160182697979,6902.260831169398,6614.776924061341,1
41587.49770807706,39,0,2,8317.499541615412,890.7503083873704,4802.855759320552,2395.261119722088,3383.16505602687,3746.44945423495,1336.754947730056,0,5014.42845631193,0
68341.82093231883,26,4,2,13668.364186463768,1435.894283534537,7932.194853298601,3610.590384092095,5065.534680307097,5106.444122268727,2681.127384612215,6777.911577741821,6619.127837999994,1
65848.07329862502,27,1,3,9877.210994793752,1915.042707415652,7348.496028600799,3564.1318910296263,4654.908017668352,5337.734130299539,2895.367336564731,4370.6905665821705,7765.347487701119,1
246436.1746366214,55,1,2,49287.23492732429,7317.632344898374,30306.360409058685,15117.803510786283,16088.138094776798,13685.544807570748,9930.168478106749,21834.289844444884,24860.700665896376,1
44516.13476151822,60,4,3,10585.346772149622,1007.534017663074,6545.393721114689,2839.517728350272,2556.5419628462973,3210.895931682275,1637.7070015679722,3875.150621969863,3677.414101252246,1
123697.35418080754,56,0,3,18554.60312712113,4086.319751616767,16091.087354747036,7845.937264374957,9980.190883718167,10816.755144555773,4392.562876489204,0,15578.969333455345,0
52846.89344729486,58,1,2,10569.378689458972,1700.0081537627875,6391.766765600518,3760.575936190412,2656.479189146396,5252.58326752068,1986.911470490386,3484.8033446803256,5113.315989133313,1
49755.62750602866,31,0,2,9951.125501205734,1671.1497213664125,6845.054059676923,2859.54693626944,2537.1177208817658,3319.1031195489563,2367.00189684835,0,6061.658565069326,0
49335.57145686947,30,0,2,12754.162340988172,1228.1028413008005,6644.967971596471,3051.234043785797,3429.7932870803943,5127.244926836336,1618.2713105275648,0,4644.538420426179,0
49290.68212831093,31,3,2,9858.136425662187,1159.770103391891,5520.643368051661,3208.7572538744803,3273.4695417360017,3122.7627543438416,1506.972999363902,3711.483327969273,5378.6059061753085,1
48894.55193438368,49,4,1,14668.365580315103,1066.5666049929116,7246.064782972965,2486.0228361028894,2449.056283924601,3751.501643288937,1689.392981051073,4340.998032872878,3358.974956658697,1
71223.43888774951,53,2,3,10683.515833162426,3425.163107972806,10524.112902460294,3721.0822198701135,5178.704674139835,5099.003885250864,2667.852500458336,4910.513415719301,7504.047104614657,1
58459.55252655136,32,0,2,11691.910505310274,1353.9804885794554,5967.428797035905,3881.581541055099,3080.505313217689,3579.414582204396,2615.4208188193124,0,7886.793144098772,0
42304.43627236037,32,0,2,8460.887254472074,1614.160217981836,4583.943730999349,3324.703447091496,3752.240018591991,2619.3117893525987,1870.3574319109136,0,4823.649714588033,0
69666.50650539792,52,0,1,20899.951951619376,2665.662992827288,9536.644656572793,5111.611523044598,3815.062331418387,6580.860563983803,3469.3615318666,0,5276.205286219523,0
51748.629026875045,29,3,3,10592.992412961448,1487.463640688481,5390.053468341861,4133.999547663106,3692.804876998644,4001.5253170468895,2244.3692675699285,3977.0764279686086,4868.503220290822,1
63549.83660092606,22,0,2,12709.967320185213,1955.878035469404,7293.778284732629,4558.850931830214,4954.54225139916,3861.597597972848,2087.860824096561,0,7838.208406572008,0
81924.84332154438,53,2,2,16384.968664308875,3329.4890190672304,8380.326495798405,5698.169848252858,5811.667573290284,5768.61023552885,2899.583544697777,7914.554621242167,7721.241995807379,1
95466.9094126234,18,0,2,24428.347527472924,3675.721828385441,10177.62293589345,6183.68482198646,6857.718008083344,7655.535280105752,4520.348545403048,0,9590.3791395879,0
61123.84293706519,35,1,2,12224.768587413038,1454.990405114798,8846.517327475645,3367.632469111991,3589.4338598306604,4905.888250519609,2610.092293709155,5815.709887662433,5492.642956868356,1
92635.76830014976,33,4,3,13895.365245022464,3730.2711983152617,10048.209641401509,6731.96786531191,6145.214588512545,8140.738626106285,3937.112864451547,6922.191976049546,9925.408888493608,1
95957.4595295567,29,2,2,19191.49190591134,4694.274242629838,10898.548782425923,4816.208249345883,6274.620703872684,8194.768581843593,4071.9994654387183,5424.505467820939,9717.312639080334,1
106150.20275703903,55,4,2,21230.04055140781,3624.870173792106,11970.712964276698,7875.92779478586,7585.539023754594,5762.245077415501,5266.628757766452,5444.002764394315,11217.070694833712,1
43742.92243362602,29,1,2,8748.584486725205,2016.611367878483,5756.0038784430935,2637.8364093808714,2596.3019130423927,3330.8364239138764,1810.3696815323688,2211.667303420188,4390.413290786863,1
49776.492571362,21,0,1,14932.9477714086,2196.3530060983994,5776.050094988457,2835.118564548567,2620.681607220035,4055.790487177973,2165.216296332532,0,4558.300423076232,0
126203.98420086074,28,4,3,18930.59763012911,4291.580207742828,18586.40419381207,7025.301820110684,6143.280262454931,9628.09285681607,4993.644547957664,11076.441202851793,13658.592443695678,1
69167.15307014849,30,0,2,13833.430614029698,2493.518389512733,7598.584745793807,5240.348273733871,5057.511676583552,5646.131744036596,2616.7004310315974,0,8004.278158627989,0
51764.80992678154,50,2,2,10352.961985356307,1090.5188341370497,5881.766247850781,3063.025413056819,3274.760546382888,3806.102477743541,2518.4875051844024,5079.175958543596,5009.403287557848,1
72832.35156562265,47,1,3,10924.852734843398,2682.59277260762,8774.151497184515,5479.892535346935,4592.511470696013,6134.804290961353,2636.8682364099327,4766.596739350597,8052.0243864666845,1
70424.21262269224,53,0,2,14084.84252453845,1508.1160779041415,9096.156051492248,4379.590761674741,3866.908011790466,6267.735916914526,3142.3017644910583,0,8423.568454165981,0
76449.76466001723,36,2,2,15289.952932003447,3103.834456199887,11466.543586033546,5615.958278679372,4034.549478562439,6497.71600387492,3770.052445576953,5632.908231738476,6311.474774204457,1
90642.62477049636,47,4,2,18128.52495409927,3470.0963054703366,10602.729839625774,5409.276316997509,5923.41176230393,7494.066680562057,3012.498094506224,5449.3016070181575,9345.815762973923,1
78759.94495449115,34,0,3,11813.991743173672,1651.9494898087446,11751.692824188314,5279.984418028025,7232.841066325622,7590.743220555805,2979.912521054271,0,9137.648901407008,0
50278.86081155275,20,1,3,7541.829121732912,1458.223761195922,6931.857151942476,3981.6175148317775,2960.1531319343458,4658.138669542655,2508.8602402089914,3453.7967885717185,5035.315329477585,1
169321.81929455552,55,2,2,33864.36385891111,5140.410400514891,20163.955512658828,12464.74331402053,11291.783922151932,13203.026123862275,5932.239265361493,15821.83220755789,15431.839406854966,1
105970.42073206282,61,0,1,31791.126219618844,4714.615160693048,11575.53514143767,6230.4389094831,6695.480307775846,10699.33869960771,4765.285611137475,0,8849.580204692738,0
48789.47383233401,53,0,1,17990.519875930288,1077.4848902655708,5640.8764719045,3731.936417077885,2760.5663879686995,3575.723559376287,2185.8091342971334,0,3547.9671286540947,0
40567.48492034165,42,0,1,12170.245476102496,1033.943259061387,5793.7336887429965,3105.3960983677744,2170.8344356438874,3100.4712369523,1453.5724519432035,0,3521.786482058283,0
104963.91296639688,57,1,2,20992.78259327938,5070.776624909704,12821.065509386468,7536.001671477714,6356.687334402441,6709.732728983003,3527.5061763487884,8643.929371919936,9991.629286706837,1
52872.4568865582,64,1,2,13303.184471163002,1269.6555094177152,5625.034204379052,2876.5013997517244,3612.6304905989655,4135.965659167303,1737.004328056297,5262.754188978515,4514.917990513688,1
60289.81863498788,64,4,2,12057.963726997576,2821.9845070340225,6212.351944909979,3422.6260582396453,3755.717279716575,5253.382254868454,2134.138010122173,3422.613219709708,6362.712490016921,1
50468.95142986655,50,1,3,12140.309530571289,1610.9281820176402,5683.654718718531,3058.9727942299182,2660.355640138568,4596.83025692374,1607.6324353106545,4287.257470671128,4446.903120385524,1
73334.7112244945,27,2,3,15998.447959857098,3419.659103079879,8953.70279630816,4953.692001854632,5057.009275239099,6352.737408351848,3288.733747966228,3912.538700716669,6419.457069336264,1
43232.8212086056,50,3,2,8646.56424172112,895.6807039552446,5950.247010378615,2965.7570515296493,2975.4460329732765,3617.833978040372,1478.3148821341522,2605.6685829131134,4229.192617488017,1
42921.12932218509,46,2,2,8584.225864437018,2088.20648825344,4414.464369742096,3377.2062001936265,3438.0984049829285,2873.941559828184,1333.7435050637766,2675.2402500574185,4240.80080388798,1
52899.84388538526,53,2,3,7934.976582807788,1407.6321452630473,7605.751532852249,3395.93998305529,2721.968964066204,3452.6809103926284,2331.4132275142683,4859.056208740338,5757.127299208033,1
126716.1731042436,28,0,2,39574.56036467736,3446.9068010991377,13505.626726843351,7155.79614260643,9298.016552503816,9274.115621414176,5402.642912833003,0,11717.552394679906,0
56251.77007462874,24,0,2,11250.354014925748,2688.8848727538225,5901.094452782897,4210.286435639461,3641.543125209014,4767.509450298781,2745.947780504431,0,6313.844982754375,0
99874.66232214098,31,0,1,29962.398696642293,2230.503254242148,10332.726032679817,7760.210639830492,6384.498933669636,6961.02111182706,3455.055181846833,0,9836.474541420812,0
50092.5187541346,42,1,3,7513.877813120189,1470.5841484567388,5365.458530972889,3321.780813592315,2498.496081587794,3754.150530307005,2109.193858380265,4075.596293889824,5995.0142051482735,1
91898.22649133322,50,0,2,34019.53302988771,3051.7855441025595,12022.35188692679,4621.458267727924,5202.632998887237,6852.131726112415,4223.196066699843,0,6571.541091296621,0
49865.77137532543,27,2,3,7479.865706298814,2239.3167837114243,6111.913433745687,3870.290334558081,3620.323684901725,4870.384266060246,2263.1840995080925,3489.6768850081207,4776.244854459971,1
69466.14794061644,22,0,3,10419.922191092466,2421.692896165502,9852.769279770106,3498.329095236012,4782.636454610141,4788.219497512616,3005.009588171225,0,9209.27068141751,0
86065.84425412344,50,4,2,17213.168850824688,3199.207048392498,8868.511402566186,4442.89675920733,4266.987199060169,7434.794326449173,3214.387725280974,7868.43043656447,8867.238151733383,1
157812.25701512716,18,0,2,55664.35738158258,4562.313501607169,17812.651939134652,9957.129543758423,8928.536077630808,12737.99294146884,7646.297418991823,0,12150.893463285864,0
120297.57011055131,24,2,2,24059.514022110267,3306.7117912011367,14853.691499142944,6660.37793194651,7757.375126397447,10776.330138019744,4691.6266255917,6728.737463318675,12438.961653846878,1
49009.38252322572,26,0,2,13150.13282993759,1277.8390100657518,5433.757470622328,3842.3023804338336,3021.630353015306,3305.0642258496096,2433.5303455378507,0,4963.537772329035,0
41288.16428114808,46,2,2,8257.632856229617,1450.088629381696,4833.537750728242,2574.769915112028,3352.529079447761,2541.57149646194,1682.9720049670025,2602.2096626905245,4197.855865838779,1
50347.76019279987,43,0,2,10069.552038559974,2164.154057178544,5440.850677741705,3979.217762216172,3702.94872857421,4121.979886847381,1964.2787620013253,0,5671.433483904167,0
